match_stratum,control_accounts,treatment_accounts,control_paying_accounts,treatment_paying_accounts,control_recovered_amount,treatment_recovered_amount,control_outstanding_amount,treatment_outstanding_amount,control_payment_rate_pct,treatment_payment_rate_pct,payment_rate_difference_pct_points,control_recovery_rate_pct,treatment_recovery_rate_pct,recovery_rate_difference_pct_points
91-180+|MEDIUM|PAID|PERSONAL,32.0,39.0,15.0,17.0,1147295.8599999999,1684748.9000000001,10658175.34,13652206.09,46.875,43.58974358974359,-3.285256410256409,10.764467869975949,12.340488334951587,1.5760204649756382
91-180+|MEDIUM|WRITEOFF|AUTO,33.0,31.0,19.0,8.0,1563775.74,809722.52,13471947.62,11030632.11,57.57575757575758,25.806451612903224,-31.769305962854354,11.607644151454918,7.340671975325266,-4.266972176129652
91-180+|MEDIUM|WRITEOFF|BNPL,32.0,33.0,15.0,15.0,1386427.49,1861502.56,12850945.25,10002603.39,46.875,45.45454545454545,-1.4204545454545467,10.788525381041524,18.610180644181273,7.82165526313975
91-180+|MEDIUM|WRITEOFF|CONSUMER,38.0,34.0,18.0,15.0,1750423.8900000001,1726597.5699999998,15982522.41,10841711.17,47.368421052631575,44.11764705882353,-3.250773993808046,10.952112846122391,15.925507910390127,4.973395064267736
91-180+|MEDIUM|WRITEOFF|CREDIT_CARD,24.0,32.0,9.0,12.0,877634.1399999999,1040410.63,8279365.41,10418280.75,37.5,37.5,0.0,10.600258552907619,9.986394636178336,-0.613863916729283
91-180+|MEDIUM|WRITEOFF|PERSONAL,35.0,34.0,10.0,17.0,1195454.46,1630586.74,11732863.93,11183007.08,28.57142857142857,50.0,21.42857142857143,10.188939947929661,14.580932734239136,4.3919927863094745
91-180+|NPA|ACTIVE|AUTO,41.0,32.0,16.0,15.0,1933985.72,1513020.5,13263698.42,11617949.24,39.02439024390244,46.875,7.850609756097562,14.581044130826973,13.023128856431466,-1.5579152743955067
91-180+|NPA|ACTIVE|BNPL,33.0,34.0,12.0,14.0,980504.62,1210557.84,11667684.32,9577650.2,36.36363636363637,41.17647058823529,4.812834224598923,8.403592290539448,12.639403347597725,4.235811057058276
91-180+|NPA|ACTIVE|CONSUMER,41.0,33.0,19.0,16.0,1717054.48,2187894.27,14935458.27,10696906.77,46.34146341463415,48.484848484848484,2.143385070214336,11.496496786100959,20.453522845838545,8.957026059737586
91-180+|NPA|ACTIVE|CREDIT_CARD,44.0,25.0,16.0,12.0,1472378.86,1321915.5,14896250.68,8706046.36,36.36363636363637,48.0,11.636363636363633,9.884224504739606,15.183878483275157,5.2996539785355505
91-180+|NPA|ACTIVE|PERSONAL,43.0,21.0,15.0,10.0,1710461.6,904735.5,14227393.97,6802586.43,34.883720930232556,47.61904761904761,12.735326688815057,12.022311349546468,13.299875118234992,1.2775637686885233
91-180+|NPA|CLOSED|AUTO,36.0,31.0,17.0,13.0,1405458.3399999999,778213.65,12311351.01,12900272.75,47.22222222222222,41.935483870967744,-5.286738351254478,11.415955396433782,6.032536405092675,-5.383418991341107
91-180+|NPA|CLOSED|BNPL,36.0,24.0,13.0,11.0,1422682.28,974885.3,11326911.209999999,7446563.18,36.11111111111111,45.83333333333333,9.722222222222221,12.560196276139083,13.09174818550321,0.5315519093641274
91-180+|NPA|CLOSED|CONSUMER,42.0,28.0,24.0,14.0,2791205.13,1196886.24,14831397.14,11947158.45,57.14285714285714,50.0,-7.142857142857139,18.81956975228026,10.018166621034478,-8.801403131245781
91-180+|NPA|CLOSED|CREDIT_CARD,34.0,30.0,12.0,15.0,1176236.73,1353570.29,10317229.99,8347538.84,35.294117647058826,50.0,14.705882352941174,11.400702815969696,16.215202060683076,4.81449924471338
91-180+|NPA|CLOSED|PERSONAL,41.0,30.0,15.0,13.0,1103831.5,1233243.09,13466049.93,10863793.5,36.58536585365854,43.333333333333336,6.747967479674799,8.197143971231363,11.351864245210479,3.154720273979116
91-180+|NPA|PAID|AUTO,36.0,35.0,21.0,13.0,1957747.62,1160477.47,13468050.69,13640054.67,58.333333333333336,37.142857142857146,-21.19047619047619,14.536235904232406,8.507865240103175,-6.0283706641292305
91-180+|NPA|PAID|BNPL,34.0,20.0,20.0,11.0,1677830.25,945123.12,12200705.58,7382548.18,58.82352941176471,55.00000000000001,-3.823529411764703,13.751911633294245,12.802125999806208,-0.9497856334880375
91-180+|NPA|PAID|CONSUMER,43.0,35.0,17.0,17.0,1913662.1600000001,1702918.91,13754692.97,12370665.52,39.53488372093023,48.57142857142857,9.036544850498338,13.912794448947995,13.765782505774194,-0.14701194317380128
91-180+|NPA|PAID|CREDIT_CARD,46.0,34.0,24.0,17.0,2139243.84,1806550.25,14570509.76,14291073.86,52.17391304347826,50.0,-2.173913043478258,14.682010960747608,12.641109182539765,-2.040901778207843
91-180+|NPA|PAID|PERSONAL,39.0,32.0,23.0,17.0,2722446.94,1587624.59,14691124.040000001,11378383.95,58.97435897435898,53.125,-5.849358974358978,18.531236497544405,13.952988376701775,-4.57824812084263
91-180+|NPA|WRITEOFF|AUTO,41.0,27.0,17.0,8.0,1801652.1099999999,1015085.46,15861178.74,8330368.19,41.46341463414634,29.629629629629626,-11.833785004516713,11.358879056425032,12.18536128113204,0.8264822247070089
91-180+|NPA|WRITEOFF|BNPL,36.0,31.0,14.0,18.0,1223560.87,2149242.96,12562499.81,13255917.6,38.88888888888889,58.06451612903226,19.17562724014337,9.739788167208737,16.21346046991119,6.473672302702454
91-180+|NPA|WRITEOFF|CONSUMER,27.0,30.0,14.0,6.0,1113976.02,590763.41,10027945.88,11421987.19,51.85185185185185,20.0,-31.851851851851848,11.108715915806277,5.172159626629734,-5.9365562891765435
91-180+|NPA|WRITEOFF|CREDIT_CARD,44.0,23.0,17.0,8.0,1776791.88,526395.81,13018548.04,7834902.850000001,38.63636363636363,34.78260869565217,-3.853754940711461,13.648157033647202,6.718600346142136,-6.929556687505066
91-180+|NPA|WRITEOFF|PERSONAL,32.0,22.0,17.0,8.0,1621260.8,926999.87,10992956.93,8364890.850000001,53.125,36.36363636363637,-16.761363636363633,14.748177495133696,11.082031871342348,-3.6661456237913477
